,Make_Model,Body_Type,Price,Vat,Mileage,Type,Fuel,Gears,Age,Previous_Owners,Horsepower,Inspection_New,Gearing_Type,Displacement,Weight,Drive_Chain,Cons_Comb
108,Audi A1,Sedans,18150.0,VAT deductible,8000.0,Used,Diesel,7,2,2,70,0,Automatic,1598,1275.0,front,4.4
109,Audi A1,Sedans,18000.0,VAT deductible,15000.0,Used,Benzine,7,0,1,85,0,Automatic,1395,1180.0,front,3.8
110,Audi A1,Sedans,17998.0,Price negotiable,72624.0,Used,Benzine,7,3,1,92,1,Automatic,999,1275.0,front,5.2
111,Audi A1,Sedans,28776.8,VAT deductible,13959.62,Used,Benzine,7,3,1,66,1,Automatic,999,1135.0,front,4.819999999999999
112,Audi A1,Compact,17990.0,VAT deductible,40301.0,Used,Benzine,6,3,1,92,0,Automatic,1395,1180.0,front,5.2
113,Audi A1,Sedans,17990.0,VAT deductible,19990.0,Used,Benzine,6,2,1,71,0,Automatic,999,1135.0,front,4.2
114,Audi A1,Sedans,17990.0,VAT deductible,3087.0,Used,Benzine,7,1,1,114,0,Automatic,1422,1250.0,front,5.12
115,Audi A1,Sedans,28760.81,VAT deductible,22979.37,Used,Benzine,7,2,1,70,0,Automatic,1395,1180.0,front,4.4
116,Audi A1,Sedans,28760.81,VAT deductible,7923.77,Used,Benzine,7,3,1,92,1,Automatic,999,1165.0,front,4.34
117,Audi A1,Compact,17970.0,VAT deductible,6257.0,Employee's car,Benzine,6,2,1,85,0,Automatic,999,1180.0,front,4.0
118,Audi A1,Compact,28712.82,VAT deductible,29799.18,Employee's car,Benzine,6,3,1,85,0,Automatic,999,1165.0,front,4.319999999999999
119,Audi A1,Sedans,23172.980000000003,VAT deductible,35816.0,Used,Diesel,7,3,1,70,0,Automatic,1422,1180.0,front,4.4
120,Audi A1,Sedans,30311.0,VAT deductible,9462.73,Employee's car,Benzine,7,1,1,70,1,Automatic,1598,1180.0,front,4.4
121,Audi A1,Sedans,17940.0,VAT deductible,20326.0,Used,Diesel,7,3,1,92,1,Automatic,999,1135.0,front,4.9
122,Audi A1,Compact,28712.82,VAT deductible,69998.06,Used,Benzine,7,3,2,70,0,Automatic,1598,1180.0,front,4.4
123,Audi A1,Sedans,17500.0,Price negotiable,23664.0,Used,Benzine,7,1,1,66,0,Automatic,999,1165.0,front,4.2
124,Audi A1,Compact,29561.0,VAT deductible,51900.0,Used,Diesel,7,3,1,66,1,Automatic,1598,1180.0,front,3.8
125,Audi A1,Compact,17500.0,Price negotiable,14999.59,Used,Benzine,6,2,2,70,0,Automatic,1395,1180.0,front,3.6399999999999997
126,Audi A1,Compact,17500.0,VAT deductible,33000.0,Used,Benzine,7,3,1,92,0,Automatic,1395,1180.0,front,4.9
127,Audi A1,Sedans,17450.0,VAT deductible,11999.66,Used,Diesel,5,3,1,66,0,Automatic,1422,1195.0,front,4.619999999999999
128,Audi A1,Sedans,17500.0,VAT deductible,42000.0,Used,Benzine,6,2,1,66,0,Automatic,999,1135.0,front,4.1
129,Audi A1,Sedans,29915.664,VAT deductible,25975.28,Used,Benzine,7,2,1,85,0,Automatic,999,1135.0,front,4.0
130,Audi A1,Compact,27993.0,VAT deductible,26298.28,Used,Benzine,5,2,1,70,0,Automatic,999,1180.0,front,4.2
131,Audi A1,Compact,29552.55,VAT deductible,40000.0,Used,Diesel,7,2,1,70,0,Automatic,1422,1180.0,front,4.4
132,Audi A1,Sedans,17490.0,VAT deductible,36530.0,Used,Benzine,7,2,1,66,0,Automatic,999,1135.0,front,5.040000000000001
133,Audi A1,Compact,17490.0,VAT deductible,29159.0,Used,Benzine,7,2,1,67,0,Automatic,1422,1180.0,front,4.2
134,Audi A1,Compact,17490.0,VAT deductible,55000.0,Used,Benzine,7,3,1,141,0,Automatic,999,1180.0,front,5.8
135,Audi A1,Sedans,17449.0,VAT deductible,40133.0,Used,Benzine,7,3,1,70,1,Manual,999,1135.0,front,4.24
136,Audi A1,Compact,17444.0,VAT deductible,7299.8,Used,Benzine,5,1,1,70,1,Automatic,1598,1250.0,front,4.4
137,Audi A1,Sedans,17440.0,VAT deductible,10457.0,Used,Diesel,7,2,2,92,0,Automatic,1598,1200.0,front,4.340000000000001
138,Audi A1,Sedans,27865.03,VAT deductible,27157.892,Used,Benzine,7,3,1,70,1,Automatic,999,1065.0,front,4.4
139,Audi A1,Sedans,17450.0,VAT deductible,38342.94,Used,Benzine,7,2,1,70,0,Automatic,1395,1135.0,front,4.4
140,Audi A1,Sedans,29341.4,VAT deductible,16607.0,Used,Diesel,7,1,1,70,1,Automatic,999,1090.0,front,4.4
141,Audi A1,Sedans,17350.0,VAT deductible,57545.302,Used,Benzine,7,3,1,70,1,Automatic,999,1165.0,front,4.4
142,Audi A1,Compact,30236.68,VAT deductible,62000.0,Used,Benzine,7,2,1,66,0,Automatic,999,1180.0,front,5.359999999999999
143,Audi A1,Compact,30287.36,VAT deductible,18797.6,Used,Benzine,7,2,1,85,1,Automatic,999,1180.0,front,4.1
144,Audi A1,Sedans,28664.83,VAT deductible,68222.782,Used,Diesel,6,3,1,85,1,Manual,999,1135.0,front,3.8
145,Audi A1,Sedans,17900.0,VAT deductible,25330.0,Used,Diesel,7,2,1,99,0,Automatic,1422,1195.0,front,4.5
146,Audi A1,Sedans,28632.84,VAT deductible,11300.0,Used,Benzine,7,3,1,66,0,Automatic,999,1165.0,front,4.9399999999999995
147,Audi A1,Sedans,30236.68,VAT deductible,10169.71,Used,Benzine,7,1,1,90,1,Automatic,999,1215.0,front,4.6
148,Audi A1,Sedans,22747.392,VAT deductible,12260.0,Used,Benzine,7,1,1,85,0,Automatic,1422,1217.0,front,4.0
149,Audi A1,Sedans,17900.0,VAT deductible,44604.0,Used,Diesel,7,3,1,70,0,Automatic,999,1180.0,front,4.2
150,Audi A1,Sedans,19141.962,VAT deductible,13000.0,Used,Benzine,6,2,1,70,0,Automatic,1598,1275.0,front,4.4
151,Audi A1,Sedans,17900.0,VAT deductible,83641.612,Used,Benzine,6,3,1,70,0,Automatic,999,1135.0,front,4.4
152,Audi A1,Sedans,17900.0,VAT deductible,21900.0,Used,Benzine,7,2,1,85,0,Automatic,999,1135.0,front,4.2
153,Audi A1,Sedans,30236.68,VAT deductible,23356.35,Used,Diesel,5,3,1,70,0,Automatic,999,1220.0,front,3.8
154,Audi A1,Sedans,30236.68,VAT deductible,39998.89,Used,Diesel,7,3,1,110,0,Automatic,1422,1135.0,front,4.840000000000001
155,Audi A1,Sedans,17900.0,VAT deductible,63136.0,Used,Benzine,7,2,2,70,0,Automatic,1798,1255.0,front,4.4
156,Audi A1,Sedans,17890.0,VAT deductible,27949.23,Used,Benzine,6,3,1,99,1,Automatic,999,1165.0,front,4.9
157,Audi A1,Compact,16900.0,VAT deductible,32699.09,Employee's car,Benzine,5,2,1,66,0,Automatic,999,1165.0,front,4.0
158,Audi A1,Station wagon,19671.447999999997,VAT deductible,67788.13,Used,Benzine,7,3,1,66,0,Automatic,1395,1180.0,front,4.0
159,Audi A1,Compact,17890.0,VAT deductible,63500.0,Used,Benzine,7,2,1,85,1,Automatic,999,1180.0,front,3.8
160,Audi A1,Compact,17900.0,VAT deductible,37700.96,Used,Benzine,7,2,1,93,0,Automatic,999,1180.0,front,4.220000000000001
161,Audi A1,Sedans,28632.84,VAT deductible,14562.867999999999,Used,Benzine,7,2,1,66,0,Automatic,1395,1135.0,front,3.96
162,Audi A1,Sedans,16900.0,VAT deductible,47750.0,Used,Benzine,6,3,2,71,0,Automatic,999,1180.0,front,4.2
163,Audi A1,Compact,16890.0,VAT deductible,39600.0,Used,Benzine,7,1,1,92,1,Automatic,999,1180.0,front,5.2
164,Audi A1,Compact,28513.7,VAT deductible,32102.11,Used,Benzine,7,3,1,70,1,Automatic,1422,1195.0,front,4.4
165,Audi A1,Compact,27001.25,VAT deductible,19700.0,Used,Diesel,7,2,1,70,0,Automatic,1598,1180.0,front,4.4
166,Audi A1,Compact,16880.0,VAT deductible,6680.0,Used,Benzine,8,2,1,70,1,Automatic,1598,1180.0,front,4.4
167,Audi A1,Sedans,16452.0,VAT deductible,49100.0,Used,Benzine,6,1,1,92,1,Automatic,999,1610.0,front,5.1
168,Audi A1,Compact,16879.0,VAT deductible,30348.0,Used,Benzine,6,3,2,92,1,Automatic,999,1180.0,front,4.24
169,Audi A1,Compact,16870.0,VAT deductible,7679.79,Used,Benzine,5,2,1,66,0,Automatic,999,1180.0,front,4.1
170,Audi A1,Sedans,16850.0,VAT deductible,38089.842,Used,Benzine,5,3,1,66,1,Automatic,1598,1275.0,front,4.0
171,Audi A1,Compact,16840.0,VAT deductible,49800.0,Used,Benzine,7,3,2,92,0,Automatic,999,1180.0,front,4.34
172,Audi A1,Sedans,16876.0,Price negotiable,49982.554000000004,Used,Benzine,7,3,1,92,1,Automatic,999,1165.0,front,5.639999999999999
173,Audi A1,Sedans,16820.0,VAT deductible,24762.0,Used,Benzine,6,2,1,70,1,Automatic,999,1135.0,front,4.4
174,Audi A1,Sedans,26873.28,VAT deductible,36236.0,Used,Benzine,5,3,1,70,0,Automatic,1598,1180.0,front,3.8
175,Audi A1,Sedans,26857.28,VAT deductible,64632.698,Used,Benzine,6,3,1,92,0,Automatic,999,1580.0,front,5.2
176,Audi A1,Compact,16780.0,VAT deductible,18555.49,Used,Benzine,5,2,1,66,0,Automatic,999,1180.0,front,3.7
177,Audi A1,Sedans,19743.804,VAT deductible,25000.0,Used,Benzine,6,3,1,92,0,Automatic,999,1135.0,front,4.9
178,Audi A1,Sedans,27775.464,VAT deductible,36040.0,Used,Benzine,7,2,1,85,0,Automatic,1395,1180.0,front,4.48
179,Audi A1,Compact,26393.4,VAT deductible,24999.3,Used,Benzine,6,3,1,92,0,Automatic,999,1180.0,front,4.62
180,Audi A1,Sedans,26393.4,VAT deductible,65998.18,Used,Benzine,7,3,1,85,0,Automatic,1422,1135.0,front,4.32
181,Audi A1,Compact,16490.0,VAT deductible,90000.0,Used,Benzine,7,3,1,67,0,Automatic,1422,1180.0,front,4.82
182,Audi A1,Sedans,27854.91,VAT deductible,14000.0,Used,Benzine,7,3,1,70,0,Automatic,1598,1135.0,front,4.06
183,Audi A1,Sedans,16490.0,VAT deductible,16080.56,Used,Benzine,7,3,1,70,0,Automatic,999,1135.0,front,4.4
184,Audi A1,Sedans,16480.0,VAT deductible,32862.1,Used,Diesel,6,3,1,92,0,Manual,1422,1220.0,front,4.2
185,Audi A1,Sedans,27838.02,VAT deductible,54887.48,Used,Benzine,7,3,1,70,0,Automatic,999,1135.0,front,4.4
186,Audi A1,Compact,16450.0,VAT deductible,18392.0,Used,Benzine,6,3,1,70,1,Automatic,1395,1180.0,front,4.4
187,Audi A1,Sedans,26361.41,VAT deductible,60490.0,Used,Benzine,7,1,1,66,0,Automatic,999,1135.0,front,4.1
188,Audi A1,Sedans,16444.0,VAT deductible,33142.0,Used,Benzine,7,3,2,70,1,Automatic,999,1180.0,front,4.4
189,Audi A1,Compact,16443.0,VAT deductible,13819.0,Used,Benzine,7,3,1,92,0,Automatic,999,1180.0,front,4.340000000000001
190,Audi A1,Sedans,18492.856,VAT deductible,18800.0,Used,Benzine,7,3,1,66,0,Automatic,999,1180.0,front,4.78
191,Audi A1,Compact,17240.0,VAT deductible,40550.0,Used,Benzine,7,1,1,92,0,Automatic,999,1215.0,front,4.959999999999999
192,Audi A1,Compact,17150.0,VAT deductible,24999.3,Used,Benzine,7,3,1,70,0,Automatic,1422,1195.0,front,4.4
193,Audi A1,Sedans,17000.0,VAT deductible,15695.307999999999,Used,Benzine,7,2,1,85,0,Automatic,999,1180.0,front,4.42
194,Audi A1,Sedans,18983.388,VAT deductible,52800.0,Used,Benzine,7,3,1,110,1,Automatic,1395,1135.0,front,4.7
195,Audi A1,Sedans,16995.0,VAT deductible,57178.0,Used,Benzine,6,3,1,67,0,Automatic,1395,1180.0,front,4.16
196,Audi A1,Sedans,27177.2,VAT deductible,36498.99,Used,Benzine,7,2,1,85,0,Automatic,999,1215.0,front,4.16
197,Audi A1,Compact,16990.0,VAT deductible,13999.61,Used,Benzine,7,2,2,70,0,Automatic,999,1180.0,front,3.9200000000000004
198,Audi A1,Sedans,16980.0,VAT deductible,59500.0,Used,Benzine,7,3,1,92,0,Automatic,999,1180.0,front,5.1
199,Audi A1,Compact,16970.0,VAT deductible,26861.0,Used,Benzine,6,3,1,85,0,Automatic,1395,1180.0,front,3.9
200,Audi A1,Sedans,16950.0,VAT deductible,13199.64,Used,Diesel,7,1,1,70,1,Automatic,1422,1220.0,front,4.4
201,Audi A1,Sedans,16950.0,VAT deductible,19044.0,Used,Benzine,7,2,1,70,0,Automatic,1395,1660.0,front,4.12
202,Audi A1,Sedans,16930.0,VAT deductible,34642.816000000006,Used,Diesel,7,1,1,70,1,Automatic,999,1275.0,front,4.5200000000000005
203,Audi A1,Sedans,16900.0,Price negotiable,32999.08,Used,Diesel,7,2,1,66,0,Automatic,999,1275.0,front,4.0
204,Audi A1,Sedans,12815.91,VAT deductible,20999.42,Used,Benzine,6,2,1,66,0,Automatic,1395,1180.0,front,5.38
205,Audi A1,Sedans,16900.0,VAT deductible,58031.39,Used,Diesel,7,3,1,85,0,Automatic,1598,1275.0,front,3.7
